booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
1455,145478,Stayed,09-02-2017,10-02-2017,1,449,2192,482,09-02-2017
1456,187982,Stayed,03-02-2017,04-02-2017,1,449,2331,513,01-02-2017
1457,199763,Stayed,07-02-2017,08-02-2017,1,449,2192,482,07-02-2017
1458,197733,Stayed,01-03-2017,02-03-2017,1,13,1819,385,28-02-2017
1459,10362,Stayed,28-02-2017,01-03-2017,1,13,1819,385,28-02-2017
1460,141201,Stayed,27-02-2017,28-02-2017,1,13,1819,385,26-02-2017
1461,10362,Stayed,27-02-2017,28-02-2017,1,13,1819,385,27-02-2017
1462,54218,Cancelled,26-02-2017,27-02-2017,1,13,2079,440,24-02-2017
1463,197733,Cancelled,26-02-2017,27-02-2017,1,13,2079,440,25-02-2017
1464,32772,Cancelled,25-02-2017,27-02-2017,1,13,3507,771,19-02-2017
1465,165031,Stayed,19-02-2017,20-02-2017,1,13,1754,371,16-02-2017
1466,54218,Cancelled,18-02-2017,19-02-2017,1,13,2664,563,14-02-2017
1467,7592,Cancelled,17-02-2017,18-02-2017,1,13,2079,440,16-02-2017
1468,3424,Stayed,16-02-2017,17-02-2017,1,13,2014,426,16-02-2017
1469,165031,Cancelled,19-02-2017,20-02-2017,1,13,1884,398,15-02-2017
1470,7592,Stayed,11-02-2017,12-02-2017,1,13,2339,495,11-02-2017
1471,145478,Stayed,10-02-2017,11-02-2017,1,13,1754,386,10-02-2017
1472,6845,Stayed,09-02-2017,10-02-2017,1,13,1559,330,09-02-2017
1473,7592,Stayed,08-02-2017,09-02-2017,1,13,1819,385,07-02-2017
1474,6845,Stayed,08-02-2017,09-02-2017,1,13,1559,330,08-02-2017
1475,7970,Stayed,08-02-2017,09-02-2017,1,13,1819,385,08-02-2017
1476,7970,No Show,07-02-2017,08-02-2017,1,13,1494,316,07-02-2017
1477,121442,Cancelled,07-02-2017,08-02-2017,1,13,1299,330,07-02-2017
1478,8353,Cancelled,07-02-2017,08-02-2017,1,13,1819,385,06-02-2017
1479,75141,Stayed,18-02-2017,19-02-2017,1,207,2274,481,14-02-2017
1480,30453,Stayed,15-02-2017,17-02-2017,1,207,3247,824,13-02-2017
1481,179789,Stayed,12-02-2017,13-02-2017,1,207,1494,316,12-02-2017
1482,76917,Stayed,12-02-2017,13-02-2017,1,207,1754,446,04-02-2017
1483,189815,Cancelled,14-02-2017,15-02-2017,1,207,1884,398,08-02-2017
1484,30453,Stayed,09-02-2017,12-02-2017,1,207,4805,1220,03-02-2017
1485,61856,Cancelled,16-02-2017,19-02-2017,1,207,5714,1257,09-02-2017
1486,211,Stayed,05-02-2017,06-02-2017,1,207,1754,371,04-02-2017
1487,6892,Stayed,23-02-2017,24-02-2017,1,629,1949,413,22-02-2017
1488,142556,Stayed,18-02-2017,19-02-2017,1,629,2534,536,18-02-2017
1489,20003,Stayed,15-02-2017,16-02-2017,1,629,1624,343,15-02-2017
1490,163945,Stayed,13-02-2017,14-02-2017,1,629,1819,385,13-02-2017
1491,197333,No Show,11-02-2017,12-02-2017,1,629,2534,536,08-02-2017
1492,98551,Stayed,11-02-2017,12-02-2017,1,629,2339,495,09-02-2017
1493,51963,Stayed,10-02-2017,11-02-2017,1,629,1819,385,10-02-2017
1494,51963,Stayed,09-02-2017,10-02-2017,1,629,1559,330,09-02-2017
1495,82195,Cancelled,11-02-2017,12-02-2017,1,629,2534,644,09-02-2017
1496,22963,Cancelled,01-03-2017,02-03-2017,1,440,2404,508,28-02-2017
1497,22963,Cancelled,28-02-2017,01-03-2017,1,440,2144,453,27-02-2017
1498,2161,No Show,14-02-2017,15-02-2017,1,440,2599,550,11-02-2017
1499,8704,Cancelled,14-02-2017,15-02-2017,1,440,2599,550,14-02-2017
1500,8704,Stayed,07-02-2017,08-02-2017,1,440,2469,543,07-02-2017
1501,134836,No Show,04-03-2017,05-03-2017,1,16,2989,633,27-02-2017
1502,134836,Cancelled,11-02-2017,12-02-2017,1,16,3379,715,08-02-2017
1503,134836,Cancelled,08-02-2017,09-02-2017,1,16,2729,578,04-02-2017
1504,58858,Stayed,27-02-2017,28-02-2017,1,16,2404,508,27-02-2017
1505,165303,Cancelled,15-02-2017,16-02-2017,1,16,2664,563,14-02-2017
1506,134836,Cancelled,13-02-2017,14-02-2017,1,16,2729,578,09-02-2017
1507,10629,Stayed,24-02-2017,25-02-2017,1,955,2144,453,24-02-2017
1508,10629,No Show,24-02-2017,25-02-2017,1,955,2144,453,24-02-2017
1509,69975,Stayed,22-02-2017,23-02-2017,1,955,1689,358,22-02-2017
1510,41627,Stayed,13-02-2017,14-02-2017,1,955,2079,440,12-02-2017
1511,189815,Cancelled,11-02-2017,12-02-2017,1,955,2014,426,06-02-2017
1512,120625,Cancelled,12-02-2017,13-02-2017,1,955,2339,495,07-02-2017
1513,119466,Cancelled,07-02-2017,08-02-2017,1,955,1884,398,06-02-2017
1514,92417,Stayed,03-02-2017,04-02-2017,1,955,2079,440,02-02-2017
1515,18139,Cancelled,18-02-2017,19-02-2017,1,515,2664,563,17-02-2017
1516,73902,Cancelled,07-02-2017,08-02-2017,1,515,2664,563,07-02-2017
1517,10757,Cancelled,04-02-2017,05-02-2017,1,515,3184,673,02-02-2017
1518,159431,Stayed,18-02-2017,19-02-2017,1,523,3379,858,18-02-2017
1519,114366,No Show,03-02-2017,04-02-2017,1,523,2209,468,03-02-2017
1520,13378,Stayed,02-02-2017,03-02-2017,1,523,2404,508,01-02-2017
1521,21854,Stayed,04-02-2017,05-02-2017,1,523,1689,0,02-02-2017
1522,45876,Stayed,14-02-2017,15-02-2017,1,243,2144,472,14-02-2017
1523,79732,Cancelled,05-02-2017,06-02-2017,1,243,2339,515,04-02-2017
1524,128016,No Show,11-02-2017,12-02-2017,1,181,2404,508,10-02-2017
1525,85993,Stayed,22-02-2017,23-02-2017,1,399,2144,453,21-02-2017
1526,85993,Cancelled,21-02-2017,22-02-2017,1,399,2144,453,21-02-2017
1527,44291,Stayed,21-02-2017,22-02-2017,1,399,2144,545,20-02-2017
1528,59866,Stayed,09-02-2017,10-02-2017,1,399,2014,443,09-02-2017
1529,47054,Stayed,03-02-2017,04-02-2017,1,399,2209,468,03-02-2017
1530,1731,Stayed,02-02-2017,03-02-2017,1,399,1819,385,02-02-2017
1531,129346,Stayed,18-02-2017,19-02-2017,4,399,12605,2666,14-02-2017
1532,183381,Stayed,04-02-2017,05-02-2017,1,399,2144,453,03-02-2017
1533,6317,Cancelled,25-02-2017,26-02-2017,2,848,6757,1430,25-02-2017
1534,171784,Stayed,04-02-2017,05-02-2017,1,848,3054,646,04-02-2017
1535,72883,Stayed,02-02-2017,03-02-2017,1,848,2534,536,02-02-2017
1536,91232,No Show,01-03-2017,02-03-2017,1,131,1819,400,28-02-2017
1537,108360,Cancelled,25-02-2017,26-02-2017,1,131,2079,440,21-02-2017
1538,1864,Stayed,22-02-2017,23-02-2017,1,131,1494,316,22-02-2017
1539,108360,Stayed,12-02-2017,13-02-2017,1,131,2144,453,11-02-2017
1540,16959,Stayed,09-02-2017,10-02-2017,1,131,2144,453,08-02-2017
1541,74860,Stayed,25-02-2017,26-02-2017,1,653,2599,550,24-02-2017
1542,74860,Cancelled,01-03-2017,02-03-2017,1,653,3119,660,17-02-2017
1543,74860,Cancelled,22-02-2017,23-02-2017,1,653,2534,536,16-02-2017
1544,56894,Stayed,16-02-2017,17-02-2017,1,653,2664,563,16-02-2017
1545,74860,Stayed,08-02-2017,09-02-2017,1,653,2274,481,08-02-2017
1546,139275,Stayed,04-02-2017,05-02-2017,1,653,2534,536,04-02-2017
1547,145744,Stayed,03-02-2017,04-02-2017,1,653,2339,495,03-02-2017
1548,56894,Stayed,01-02-2017,02-02-2017,1,653,2599,550,01-02-2017
1549,3207,Stayed,27-02-2017,28-02-2017,1,346,1819,385,27-02-2017
1550,150771,Stayed,23-02-2017,24-02-2017,1,346,2404,508,22-02-2017
1551,55556,Cancelled,17-02-2017,18-02-2017,1,346,2339,495,16-02-2017
1552,31316,Stayed,10-02-2017,11-02-2017,1,346,2209,561,10-02-2017
1553,3398,Stayed,05-02-2017,08-02-2017,1,346,5651,1196,04-02-2017
1554,193136,Stayed,25-02-2017,26-02-2017,1,176,2600,572,25-02-2017
1555,192011,Stayed,25-02-2017,26-02-2017,1,176,2315,490,25-02-2017
1556,184274,Cancelled,18-02-2017,19-02-2017,1,176,3419,724,16-02-2017
1557,180388,Cancelled,15-02-2017,16-02-2017,1,176,2209,468,10-02-2017
1558,193136,Cancelled,12-02-2017,13-02-2017,2,176,4186,921,11-02-2017
1559,186767,Stayed,09-02-2017,10-02-2017,2,176,3117,685,09-02-2017
1560,92694,Cancelled,04-02-2017,05-02-2017,1,176,2729,578,04-02-2017
1561,7845,Stayed,20-02-2017,21-02-2017,1,176,2011,426,19-02-2017
1562,32005,Stayed,26-02-2017,27-02-2017,1,517,1884,398,26-02-2017
1563,20754,Stayed,03-03-2017,04-03-2017,1,50,2664,563,28-02-2017
1564,13060,Stayed,01-03-2017,02-03-2017,1,50,2404,508,27-02-2017
1565,26860,Stayed,28-02-2017,01-03-2017,1,50,2469,523,28-02-2017
1566,45644,Stayed,20-02-2017,23-02-2017,1,50,6821,1443,20-02-2017
1567,7443,Stayed,18-02-2017,19-02-2017,1,50,3054,646,17-02-2017
1568,188409,Stayed,17-02-2017,18-02-2017,1,50,3444,728,13-02-2017
1569,12484,Cancelled,22-02-2017,23-02-2017,1,50,2534,536,17-02-2017
1570,21219,Stayed,08-02-2017,10-02-2017,1,50,5717,1210,08-02-2017
1571,57438,Stayed,01-03-2017,03-03-2017,2,50,8575,2177,28-02-2017
1572,182860,Stayed,15-02-2017,16-02-2017,1,447,1884,440,14-02-2017
1573,137777,Cancelled,03-02-2017,04-02-2017,1,447,1689,358,03-02-2017
1574,50187,Stayed,27-02-2017,28-02-2017,1,578,2794,591,27-02-2017
1575,95557,Stayed,21-02-2017,22-02-2017,2,578,6887,1748,21-02-2017
1576,167170,Stayed,08-02-2017,10-02-2017,1,578,6367,1400,07-02-2017
1577,78708,Stayed,21-02-2017,22-02-2017,1,241,1884,398,21-02-2017
1578,170646,Stayed,15-02-2017,17-02-2017,1,241,3897,857,02-02-2017
1579,170646,Stayed,13-02-2017,14-02-2017,1,241,1949,429,02-02-2017
1580,46095,Stayed,05-02-2017,17-02-2017,1,310,29375,6214,03-02-2017
1581,190372,Stayed,10-02-2017,11-02-2017,1,310,2664,586,10-02-2017
1582,114316,Stayed,08-02-2017,09-02-2017,1,310,2274,501,07-02-2017
1583,165036,Stayed,21-02-2017,22-02-2017,1,239,1888,416,20-02-2017
1584,79500,Stayed,18-02-2017,20-02-2017,1,239,5018,1062,15-02-2017
1585,21152,Cancelled,21-02-2017,22-02-2017,1,239,2129,469,20-02-2017
1586,5397,Stayed,18-02-2017,20-02-2017,1,239,5756,1218,17-02-2017
1587,60132,No Show,14-02-2017,15-02-2017,1,239,2267,480,11-02-2017
1588,171180,Stayed,19-02-2017,20-02-2017,1,239,1888,399,19-02-2017
1589,21854,Stayed,18-02-2017,19-02-2017,1,239,2405,509,15-02-2017
1590,19760,Stayed,17-02-2017,18-02-2017,1,239,1888,399,15-02-2017
1591,6284,Stayed,17-02-2017,18-02-2017,1,239,1888,399,15-02-2017
1592,184192,Cancelled,14-02-2017,15-02-2017,1,239,2794,591,08-02-2017
1593,9858,Stayed,10-02-2017,11-02-2017,1,239,2426,514,10-02-2017
1594,9858,Stayed,09-02-2017,10-02-2017,1,239,1941,410,09-02-2017
1595,9858,Stayed,08-02-2017,09-02-2017,1,239,1641,348,08-02-2017
1596,85412,Stayed,08-02-2017,09-02-2017,1,239,1888,399,08-02-2017
1597,9858,Stayed,07-02-2017,08-02-2017,1,239,1695,359,07-02-2017
1598,110482,Stayed,28-02-2017,04-03-2017,1,77,7472,1581,21-02-2017
1599,72186,Cancelled,04-03-2017,05-03-2017,1,77,2327,493,28-02-2017
1600,6085,Stayed,03-03-2017,04-03-2017,1,77,2183,462,27-02-2017
1601,13359,Stayed,27-02-2017,28-02-2017,1,77,1888,399,27-02-2017
1602,71382,Stayed,20-02-2017,22-02-2017,1,77,4540,999,11-02-2017
1603,182292,Stayed,20-02-2017,21-02-2017,1,77,1888,399,18-02-2017
1604,19795,Stayed,20-02-2017,21-02-2017,1,77,1888,399,18-02-2017
1605,51090,Cancelled,19-02-2017,20-02-2017,1,77,2035,430,18-02-2017
1606,33581,Stayed,18-02-2017,19-02-2017,1,77,2729,578,10-02-2017
1607,47276,Cancelled,18-02-2017,19-02-2017,1,77,3229,820,17-02-2017
1608,36152,Stayed,16-02-2017,17-02-2017,1,77,2006,425,16-02-2017
1609,20223,Stayed,16-02-2017,17-02-2017,1,77,1993,421,15-02-2017
1610,78708,Cancelled,17-02-2017,19-02-2017,1,77,5132,1086,13-02-2017
1611,36152,Stayed,15-02-2017,16-02-2017,1,77,1942,411,15-02-2017
1612,63082,Cancelled,15-02-2017,16-02-2017,1,77,2233,473,15-02-2017
1613,93801,Stayed,14-02-2017,15-02-2017,1,77,2220,470,11-02-2017
1614,147059,Stayed,12-02-2017,13-02-2017,1,77,2239,474,12-02-2017
1615,13380,Cancelled,09-02-2017,10-02-2017,1,77,1976,418,06-02-2017
1616,6085,Stayed,07-02-2017,08-02-2017,1,77,1999,424,04-02-2017
1617,68265,Cancelled,04-02-2017,05-02-2017,1,77,2443,620,02-02-2017
1618,99396,Stayed,23-02-2017,24-02-2017,1,364,2404,508,21-02-2017
1619,11025,Stayed,19-02-2017,20-02-2017,1,364,1884,398,19-02-2017
1620,11025,Stayed,18-02-2017,19-02-2017,1,364,2079,440,18-02-2017
1621,116510,Stayed,13-02-2017,14-02-2017,1,364,1884,415,11-02-2017
1622,189815,Cancelled,04-03-2017,05-03-2017,1,364,1906,404,12-02-2017
1623,110482,Stayed,20-02-2017,25-02-2017,1,58,9744,2061,16-02-2017
1624,93374,Stayed,21-02-2017,24-02-2017,1,58,5795,1275,20-02-2017
1625,93374,Stayed,20-02-2017,21-02-2017,1,58,1884,415,20-02-2017
1626,15900,Stayed,12-02-2017,13-02-2017,1,58,2209,468,12-02-2017
1627,85412,Stayed,01-02-2017,02-02-2017,1,58,2599,550,01-02-2017
1628,27112,Stayed,04-03-2017,06-03-2017,1,448,6237,1320,20-02-2017
1629,113889,Stayed,27-02-2017,28-02-2017,1,448,1754,386,27-02-2017
1630,109602,Cancelled,24-02-2017,25-02-2017,1,448,2664,586,24-02-2017
1631,156140,Cancelled,14-02-2017,15-02-2017,1,448,2534,536,13-02-2017
1632,24964,Stayed,10-02-2017,11-02-2017,1,448,2079,440,10-02-2017
1633,23493,Stayed,28-02-2017,01-03-2017,1,417,2370,602,28-02-2017
1634,145838,Stayed,22-02-2017,23-02-2017,1,417,1776,376,22-02-2017
1635,67747,Stayed,18-02-2017,20-02-2017,1,417,3463,733,11-02-2017
1636,153758,Cancelled,20-02-2017,21-02-2017,1,417,1732,366,17-02-2017
1637,86889,Cancelled,18-02-2017,19-02-2017,1,417,1732,366,01-02-2017
1638,146622,Stayed,17-02-2017,18-02-2017,1,417,2259,479,17-02-2017
1639,146622,Stayed,16-02-2017,17-02-2017,1,417,2649,561,16-02-2017
1640,32189,Stayed,14-02-2017,15-02-2017,1,417,2596,549,14-02-2017
1641,7105,Stayed,11-02-2017,12-02-2017,1,417,2816,596,10-02-2017
1642,10965,Stayed,11-02-2017,12-02-2017,1,417,2603,551,11-02-2017
1643,13605,Stayed,09-02-2017,10-02-2017,1,417,2204,466,09-02-2017
1644,45089,Cancelled,12-02-2017,13-02-2017,1,417,1732,366,03-02-2017
1645,145838,Stayed,08-02-2017,09-02-2017,1,417,2038,431,08-02-2017
1646,3772,Cancelled,11-02-2017,12-02-2017,1,417,1732,366,04-02-2017
1647,182573,Cancelled,09-02-2017,10-02-2017,1,417,1921,407,08-02-2017
1648,68109,Stayed,07-02-2017,08-02-2017,1,417,2025,429,07-02-2017
1649,13378,Cancelled,15-02-2017,16-02-2017,1,417,2625,556,13-02-2017
1650,68109,Cancelled,07-02-2017,08-02-2017,1,417,1760,373,07-02-2017
1651,9560,Cancelled,01-03-2017,02-03-2017,1,365,1364,0,28-02-2017
1652,10965,Cancelled,11-02-2017,12-02-2017,1,365,2144,0,10-02-2017
1653,3145,Stayed,05-02-2017,06-02-2017,1,365,1884,0,05-02-2017
1654,8066,Cancelled,05-02-2017,06-02-2017,1,365,1884,0,05-02-2017
1655,6006,Cancelled,27-02-2017,28-02-2017,1,522,2404,508,26-02-2017
1656,38145,Stayed,25-02-2017,26-02-2017,1,522,2469,523,24-02-2017
1657,144056,Stayed,21-02-2017,22-02-2017,1,522,2339,495,20-02-2017
1658,54134,No Show,20-02-2017,21-02-2017,1,522,2274,481,19-02-2017
1659,58858,Stayed,17-02-2017,19-02-2017,1,522,5457,1200,17-02-2017
1660,144056,Cancelled,15-02-2017,16-02-2017,1,522,2599,550,14-02-2017
1661,19588,Stayed,14-02-2017,15-02-2017,1,522,2469,627,13-02-2017
1662,42513,Cancelled,16-02-2017,17-02-2017,1,323,2274,578,13-02-2017
1663,52262,Cancelled,05-02-2017,06-02-2017,1,323,2274,481,04-02-2017
1664,190525,Stayed,03-02-2017,04-02-2017,1,323,2339,594,03-02-2017
1665,191386,Stayed,08-02-2017,11-02-2017,1,655,9551,2021,08-02-2017
1666,40195,Stayed,04-02-2017,05-02-2017,1,262,2274,481,04-02-2017
1667,70944,Stayed,25-02-2017,26-02-2017,2,478,4677,990,25-02-2017
1668,86456,Stayed,14-02-2017,16-02-2017,1,702,4092,1038,11-02-2017
1669,46167,Stayed,26-02-2017,28-02-2017,1,996,6107,1293,10-02-2017
1670,154852,Stayed,27-02-2017,28-02-2017,1,996,2794,591,26-02-2017
1671,61550,Cancelled,04-02-2017,06-02-2017,1,996,6627,1403,01-02-2017
1672,27328,Stayed,17-03-2017,20-03-2017,1,997,14360,3038,26-02-2017
1673,17784,Cancelled,10-04-2017,12-04-2017,1,997,7277,1847,15-02-2017
1674,115233,Stayed,24-02-2017,26-02-2017,1,843,10527,2228,15-02-2017
1675,76269,Cancelled,15-02-2017,16-02-2017,2,998,7537,1595,15-02-2017
1676,76786,Cancelled,14-02-2017,15-02-2017,1,808,2144,545,13-02-2017
1677,155069,Stayed,08-02-2017,09-02-2017,1,808,2274,481,07-02-2017
1678,155069,Cancelled,08-02-2017,09-02-2017,1,808,2274,501,07-02-2017
1679,60864,Stayed,14-03-2017,16-03-2017,1,609,10527,2228,09-02-2017
1680,180438,Cancelled,04-02-2017,05-02-2017,1,703,2989,633,01-02-2017
1681,153945,Stayed,18-02-2017,19-02-2017,6,979,25732,5444,05-02-2017
1682,63731,Stayed,09-02-2017,10-02-2017,1,984,2469,523,08-02-2017
1683,180438,Cancelled,04-03-2017,05-03-2017,1,342,2664,563,24-02-2017
1684,131261,Stayed,21-02-2017,22-02-2017,1,342,2534,536,21-02-2017
1685,79434,Stayed,11-02-2017,12-02-2017,1,342,3639,801,10-02-2017
1686,131261,Stayed,11-02-2017,12-02-2017,1,345,2989,633,11-02-2017
1687,153931,Cancelled,22-02-2017,23-02-2017,1,704,2079,440,05-02-2017
1688,122969,Stayed,14-02-2017,15-02-2017,1,704,2144,453,02-02-2017
1689,68193,Cancelled,17-02-2017,21-02-2017,1,704,8705,1841,02-02-2017
1690,128795,Stayed,05-02-2017,06-02-2017,1,704,2079,440,05-02-2017
1691,148025,Stayed,28-02-2017,01-03-2017,1,704,1594,351,28-02-2017
1692,50396,Stayed,21-02-2017,22-02-2017,1,689,3899,825,20-02-2017
1693,142597,Stayed,21-02-2017,22-02-2017,1,626,2014,426,21-02-2017
1694,142597,Stayed,21-02-2017,22-02-2017,1,626,2534,536,21-02-2017
1695,143278,Stayed,19-02-2017,21-02-2017,1,626,3832,811,19-02-2017
1696,191118,Cancelled,03-02-2017,04-02-2017,1,626,1754,371,02-02-2017
1697,60211,Cancelled,06-02-2017,07-02-2017,1,666,2469,523,04-02-2017
1698,63372,Stayed,08-02-2017,09-02-2017,1,628,1903,403,08-02-2017
1699,16812,Cancelled,07-02-2017,08-02-2017,1,628,1392,295,02-02-2017
1700,41895,Cancelled,10-02-2017,11-02-2017,1,628,2796,592,09-02-2017
1701,178207,Cancelled,04-02-2017,05-02-2017,1,628,2405,509,04-02-2017
1702,197147,Cancelled,03-02-2017,05-02-2017,2,628,8991,2283,01-02-2017
1703,52447,Cancelled,15-02-2017,16-02-2017,1,628,2136,470,03-02-2017
1704,194653,Stayed,17-02-2017,18-02-2017,1,599,1869,396,17-02-2017
1705,60395,Stayed,26-02-2017,27-02-2017,1,169,1169,248,26-02-2017
1706,60395,Stayed,25-02-2017,26-02-2017,1,169,1364,288,25-02-2017
1707,3288,Cancelled,24-02-2017,26-02-2017,1,169,3637,800,23-02-2017
1708,97745,No Show,14-02-2017,15-02-2017,1,724,2339,495,14-02-2017
1709,87734,Stayed,05-02-2017,06-02-2017,1,724,2339,495,05-02-2017
1710,138423,Stayed,08-02-2017,10-02-2017,1,862,3471,735,06-02-2017
1711,183351,Stayed,08-02-2017,09-02-2017,3,862,5019,1104,08-02-2017
1712,195965,Stayed,07-02-2017,08-02-2017,1,249,1884,398,07-02-2017
1713,45817,No Show,12-02-2017,13-02-2017,2,123,4287,908,11-02-2017
1714,145809,Stayed,12-02-2017,13-02-2017,1,123,1689,358,12-02-2017
1715,121461,Cancelled,17-02-2017,18-02-2017,2,507,5327,1128,16-02-2017
1716,121461,Cancelled,16-02-2017,17-02-2017,2,507,4807,1018,13-02-2017
1717,55143,Stayed,20-02-2017,21-02-2017,1,192,3704,783,20-02-2017
1718,96803,Stayed,08-02-2017,11-02-2017,1,192,8510,1801,06-02-2017
1719,45569,Stayed,14-02-2017,15-02-2017,1,514,2664,677,14-02-2017
1720,45569,Cancelled,14-02-2017,15-02-2017,1,514,2144,545,14-02-2017
1721,168301,Stayed,11-02-2017,12-02-2017,1,514,2339,495,11-02-2017
1722,168301,Stayed,10-02-2017,11-02-2017,1,514,2144,453,10-02-2017
1723,168301,Stayed,09-02-2017,10-02-2017,1,514,1949,413,08-02-2017
1724,55143,Stayed,04-02-2017,05-02-2017,1,758,3314,701,04-02-2017
1725,50009,Stayed,13-02-2017,15-02-2017,1,541,7602,1672,13-02-2017
1726,10815,Stayed,24-02-2017,26-02-2017,1,932,4157,880,23-02-2017
1727,65242,Cancelled,12-02-2017,13-02-2017,1,932,1494,316,10-02-2017
1728,4473,Cancelled,11-02-2017,12-02-2017,1,932,2144,545,10-02-2017
1729,121698,Stayed,27-02-2017,28-02-2017,1,124,2354,597,26-02-2017
1730,8066,Stayed,26-02-2017,27-02-2017,1,919,1754,371,26-02-2017
1731,37171,Stayed,03-02-2017,04-02-2017,1,919,1689,358,02-02-2017
1732,43966,Stayed,06-02-2017,07-02-2017,1,753,1685,356,06-02-2017
1733,133407,Stayed,08-02-2017,10-02-2017,1,687,5717,1210,07-02-2017
1734,87373,Cancelled,15-02-2017,17-02-2017,1,373,4352,921,15-02-2017
1735,3846,Cancelled,23-02-2017,24-02-2017,1,294,1608,340,23-02-2017
1736,113931,Stayed,16-03-2017,18-03-2017,1,329,13387,2833,13-02-2017
1737,192450,Stayed,19-02-2017,20-02-2017,1,407,5459,1386,19-02-2017
1738,292,Stayed,14-02-2017,15-02-2017,1,407,5719,1210,14-02-2017
1739,127171,Cancelled,10-03-2017,20-03-2017,1,534,87737,18560,20-02-2017
1740,127171,Cancelled,14-03-2017,15-03-2017,1,566,7539,1659,27-02-2017
1741,127171,Cancelled,16-03-2017,18-03-2017,1,566,15662,3445,27-02-2017
1742,127171,Cancelled,15-03-2017,16-03-2017,1,566,7539,1659,27-02-2017
1743,127171,Cancelled,10-03-2017,14-03-2017,1,566,31325,6892,27-02-2017
1744,127171,Stayed,07-03-2017,10-03-2017,1,566,24761,5238,05-02-2017
1745,127171,Cancelled,15-03-2017,16-03-2017,1,566,8384,1845,21-02-2017
1746,47396,Stayed,02-03-2017,06-03-2017,1,750,10135,2230,28-02-2017
1747,69881,Cancelled,04-03-2017,05-03-2017,1,750,3379,744,17-02-2017
1748,22782,Stayed,21-02-2017,22-02-2017,1,750,2209,561,21-02-2017
1749,145776,Cancelled,07-02-2017,08-02-2017,1,750,2599,550,06-02-2017
1750,25734,Cancelled,04-02-2017,05-02-2017,1,750,2989,633,03-02-2017
1751,78706,Stayed,02-02-2017,03-02-2017,1,750,1949,413,02-02-2017
1752,134014,Cancelled,19-02-2017,20-02-2017,1,235,3062,648,19-02-2017
1753,72844,Stayed,18-02-2017,19-02-2017,1,235,4593,971,17-02-2017
1754,57004,Stayed,09-02-2017,10-02-2017,1,235,3286,695,07-02-2017
1755,182807,No Show,04-02-2017,05-02-2017,1,235,2990,759,04-02-2017
1756,78447,Cancelled,11-03-2017,13-03-2017,1,235,7322,1549,25-02-2017
1757,4141,Stayed,26-02-2017,01-03-2017,1,136,12476,2639,24-02-2017
1758,90622,Stayed,20-02-2017,21-02-2017,1,136,5654,1196,20-02-2017
1759,102793,Stayed,16-02-2017,17-02-2017,1,136,5199,1100,16-02-2017
1760,169109,Stayed,06-02-2017,07-02-2017,1,136,4159,880,06-02-2017
1761,106720,Cancelled,21-02-2017,23-02-2017,1,223,9682,2048,20-02-2017
1762,148880,Stayed,27-02-2017,28-02-2017,2,538,11957,3035,27-02-2017
1763,148880,Stayed,28-02-2017,01-03-2017,2,538,11892,2616,28-02-2017
1764,54504,Cancelled,03-03-2017,06-03-2017,1,226,7796,0,14-02-2017
1765,46179,Cancelled,27-02-2017,28-02-2017,1,226,2144,0,06-02-2017
1766,121362,Cancelled,15-04-2017,18-04-2017,1,226,6821,0,15-02-2017
1767,21716,Stayed,02-03-2017,03-03-2017,1,267,5654,1196,28-02-2017
1768,21366,Stayed,23-02-2017,24-02-2017,1,267,5199,1144,23-02-2017
1769,71996,Cancelled,19-02-2017,22-02-2017,1,267,17351,3817,16-02-2017
1770,21716,Stayed,15-02-2017,16-02-2017,1,267,5524,1168,04-02-2017
1771,179612,Cancelled,11-02-2017,13-02-2017,1,267,15077,3190,11-02-2017
1772,182491,Cancelled,26-03-2017,27-03-2017,1,234,3509,891,25-02-2017
1773,182491,Stayed,26-02-2017,27-02-2017,1,234,3444,728,25-02-2017
1774,84630,Stayed,28-02-2017,06-03-2017,1,885,16240,3435,28-02-2017
1775,85093,Stayed,18-02-2017,19-02-2017,1,885,2794,591,18-02-2017
1776,199279,Cancelled,26-02-2017,28-02-2017,1,335,6162,1355,25-02-2017
1777,132205,Cancelled,01-03-2017,02-03-2017,1,800,3868,851,26-02-2017
1778,9133,Stayed,24-02-2017,25-02-2017,2,800,7233,1530,24-02-2017
1779,186259,Stayed,19-02-2017,21-02-2017,1,800,7363,1620,19-02-2017
1780,127745,Stayed,16-02-2017,18-02-2017,1,800,5983,1317,15-02-2017
1781,165107,Stayed,15-02-2017,17-02-2017,1,800,8388,1774,12-02-2017
1782,49454,No Show,05-02-2017,06-02-2017,1,800,2582,547,05-02-2017
1783,106210,Stayed,28-02-2017,01-03-2017,1,188,2404,529,27-02-2017
1784,106210,No Show,01-02-2017,02-02-2017,1,188,2664,586,01-02-2017
1785,104160,Stayed,16-03-2017,18-03-2017,1,117,12997,2750,22-02-2017
1786,104160,Stayed,16-03-2017,17-03-2017,4,117,25995,5719,17-02-2017
1787,186499,Stayed,27-02-2017,28-02-2017,1,117,3444,875,27-02-2017
1788,104160,Cancelled,22-02-2017,23-02-2017,5,117,23719,5017,17-02-2017
1789,69059,Stayed,10-02-2017,11-02-2017,2,117,9747,2063,06-02-2017
1790,106583,Stayed,23-02-2017,24-02-2017,1,68,4484,948,15-02-2017
